Timestamp,xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMagnet,yMagnet,zMagnet,Tag,Angle,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,N/S,E/W,Speed(Km/h),Altitude,Time
15382,-3151,-5343,2821,2894,-4320,2074,98,615,223,,180.423,37,46,35.802,77,29,4.02,N,W,42.34,73.7,1507297354
15415,5192,-2865,-6192,2903,2531,-3811,98,615,223,,180.033,37,46,35.802,77,29,4.02,N,W,42.34,73.7,1507297354
15448,-1312,-2925,2957,-531,-6613,-1982,138,648,216,,179.89,37,46,35.802,77,29,4.02,N,W,42.34,73.7,1507297354
15482,8255,-4431,-5720,3727,1111,2853,138,648,216,,179.819,37,46,35.802,77,29,4.02,N,W,42.34,73.7,1507297354
15515,-114,-2323,9545,-1405,-2309,-3391,138,648,216,,179.621,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15548,528,-4978,-999,394,5365,3217,157,622,223,,179.698,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15582,95,-5808,4357,629,-3196,-605,157,622,223,,180.187,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15615,579,-4855,201,212,1866,-2116,157,622,223,,180.412,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15648,-2543,-2035,4189,239,-1944,-862,157,622,223,,180.159,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15682,2849,-5870,-2592,-1576,-5927,-1039,114,611,233,,180.846,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15715,1410,-4161,1057,2563,-3636,-2621,114,611,233,,180.978,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15749,3313,-6460,6636,-668,1963,988,114,611,233,,180.807,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15782,-1825,-1073,7965,-2111,-10200,-1609,114,611,233,,180.917,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15815,3429,-6451,-2624,2790,5463,1058,99,587,266,,180.857,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15849,2757,-2048,-5438,-5120,-5253,-692,99,587,266,,181.516,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15882,-3624,-3936,5634,2948,3987,-910,99,587,266,,180.851,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15915,1606,-3745,-2913,-2997,-2441,-865,70,598,271,,181.351,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15949,427,-1951,8477,-1117,-4993,-1696,70,598,271,,180.879,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
15982,10276,-4667,-8591,1620,6690,2095,70,598,271,,181,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16016,2300,-720,9788,-4497,-2067,-387,70,598,271,,180.753,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16049,4982,-3947,-3265,2740,9119,2235,84,619,260,,180.791,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16082,-1494,-4633,6765,-2880,-4668,-987,84,619,260,,181.165,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16116,-912,-1930,-2572,1328,4761,469,84,619,260,,180.78,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16149,-711,-5953,2702,-1833,-307,365,84,619,260,,180.791,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16182,2632,-2030,-3165,-448,7172,-336,100,584,253,,180.538,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16216,3010,-3510,-3205,-37,2616,-39,100,584,253,,180.297,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16249,4282,-4462,-1846,-803,2825,1124,100,584,253,,180.511,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16282,-1789,-2891,5704,326,-12424,-2185,99,645,252,,180.615,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16316,1801,-6907,2240,-48,7385,1670,99,645,252,,180.456,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16349,256,-1607,-1151,-826,-3397,-1727,99,645,252,,180.423,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16383,-2473,-6378,11010,45,1003,887,99,645,252,,180.417,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16416,3325,-2879,-3133,-306,62,-175,137,623,233,,179.786,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16449,-991,-3058,8701,-695,-4547,-339,137,623,233,,180.055,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16483,3684,-4323,-3222,293,2480,-393,137,623,233,,180.099,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16516,4486,-2196,-3411,1827,3451,206,137,623,233,,179.951,37,46,35.778,77,29,4.566,N,W,50.17,73.8,1507297355
16549,2728,-3651,-3890,3733,8571,7,124,603,260,,180.291,37,46,35.772,77,29,5.202,N,W,59.63,73.8,1507297356
16583,-764,-5030,6106,-3353,-2472,1483,124,603,260,,180.533,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16616,1816,-3778,-3537,1918,3099,-2128,124,603,260,,180.84,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16649,-1153,-4111,6351,-756,-4658,444,111,633,238,,180.582,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16683,5805,-4083,-7021,-1111,1690,34,111,633,238,,180.791,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16716,-219,-2496,5205,1734,-6362,-2649,111,633,238,,181.011,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16750,4192,-3925,1041,-2048,2654,130,111,633,238,,180.725,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16783,-211,-2137,3001,-362,-3721,911,58,641,241,,181.269,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16816,2834,-5189,-1029,-83,6762,2099,58,641,241,,180.879,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16850,-93,-3299,-2185,-2014,-3891,-511,58,641,241,,181.741,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16883,-696,-3256,4345,1956,2541,-1902,58,641,241,,181.456,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16916,-17,-4428,277,-1897,-4710,-1431,53,588,264,,182.263,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16950,-2338,-1745,9095,120,-2387,-412,53,588,264,,181.901,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
16983,2305,-2488,1979,-2173,1622,-276,53,588,264,,182.67,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17017,849,-2479,4930,-1250,-3909,-751,53,588,264,,183.197,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17050,5342,-4583,-7387,4765,8473,-102,-44,574,324,,183.812,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17083,995,-3258,7289,-5728,-2200,-485,-44,574,324,,184.356,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17117,3154,-2305,-3761,5220,6167,631,-44,574,324,,184.565,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17150,-396,-3371,5412,-3781,869,190,-44,574,324,,185.065,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17183,-649,-3177,-1378,1273,6950,2446,-44,574,324,,186.691,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17217,-4022,-3159,3127,-10,-1408,-2483,-44,574,324,,186.323,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17250,958,-4995,-55,-1384,2613,-401,-44,574,324,,186.559,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17283,629,-3849,2355,3048,1926,-5218,-55,594,312,,187.273,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17317,5203,-4296,360,-930,3066,1672,-55,594,312,,187.081,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17350,3794,-1944,-592,-589,265,-315,-55,594,312,,187.657,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17384,5759,-2784,-3407,2873,11064,3900,-55,594,312,,187.564,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17417,293,-4774,293,-4283,-81,3258,-55,594,312,,187.971,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17450,-801,-3255,4565,4016,5637,-7789,-55,594,312,,187.383,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17484,-358,-4480,-825,-3127,-3125,3047,-55,594,312,,188.174,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17517,1087,-2919,2181,771,1274,-945,5,567,301,,188.108,37,46,35.772,77,29,5.94,N,W,59.63,73.8,1507297357
17550,2769,-3443,-3927,-101,-671,-1429,5,567,301,,188.377,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17584,1392,-3890,588,107,1699,666,5,567,301,,188.135,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17617,410,-2622,-3017,5364,4307,-2277,5,567,301,,188.685,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17650,-1727,-5801,8480,-3030,-5071,-1261,5,567,301,,188.937,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17684,2390,-2255,-1494,1367,1725,-2314,5,567,301,,188.839,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17717,920,-4552,5277,-626,-3082,1045,5,567,301,,189.168,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17751,4336,-2590,-3376,-1174,2527,25,5,567,301,,188.921,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17784,-4363,-4488,9794,1947,-3640,133,24,504,352,,189.19,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17817,2502,-3267,-3918,801,4091,294,24,504,352,,188.921,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17851,-1595,-5764,6960,-1690,-9294,127,24,504,352,,189.531,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17884,1923,-5229,-3604,1975,5344,-1194,-17,486,355,,189.388,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17917,-163,-3969,4686,-4267,-8476,-858,-17,486,355,,189.426,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17951,3119,-4216,-2169,3182,4504,-942,-17,486,355,,189.218,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
17984,-1064,-5160,546,-2692,-8141,145,-17,486,355,,189.415,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18018,1057,-4330,1810,2642,-140,-1011,26,518,358,,189.261,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18051,1455,-5025,4980,-999,2728,320,26,518,358,,188.871,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18084,3007,-3316,503,-1196,2730,-585,26,518,358,,188.899,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18118,2077,-6199,-1548,3133,4029,1170,26,518,358,,189.168,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18151,29,-3142,6857,-4607,875,20,17,490,366,,188.817,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18184,-1378,-4200,-816,2010,1886,1195,17,490,366,,189.498,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18218,-389,-2361,3692,-776,1396,-741,17,490,366,,188.849,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18251,2622,-6747,-11044,1447,1389,650,17,490,366,,189.844,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18284,960,-4967,2969,1236,-584,-4267,17,490,366,,190.267,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18318,3379,-6199,-2648,-1076,-826,221,17,490,366,,189.954,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18351,664,-3231,9083,3211,2268,-1260,17,490,366,,189.992,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18385,3617,-5346,-1833,573,2621,2455,-18,466,393,,189.745,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18418,-1683,-3312,7540,-3919,-1380,-1125,-18,466,393,,189.036,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18451,-503,-4487,-5540,4858,8648,1813,-18,466,393,,189.86,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18485,-5414,-5668,8913,-4172,-6722,-1852,-18,466,393,,189.608,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18518,-592,-4038,442,3004,3398,500,-18,466,393,,189.547,37,46,35.772,77,29,5.94,N,W,67.95,73.9,1507297357
18551,286,-5270,3880,-3103,-7547,-1559,-18,466,393,,189.525,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18585,3543,-3699,-1276,-225,-218,997,-18,466,393,,189.097,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18618,2505,-4034,-3490,846,-1578,-1421,10,514,382,,189.575,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18651,2591,-5903,4335,-1221,1753,606,10,514,382,,189.272,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18685,-273,-3376,2594,1544,-2674,-358,10,514,382,,189.465,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18718,1547,-7135,5570,-555,2666,1199,10,514,382,,189.509,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18752,1666,-3379,-1624,-1572,-1636,1234,-21,497,366,,189.723,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18785,-169,-3187,2155,283,807,-368,-21,497,366,,189.201,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18818,-2382,-4640,443,2628,3551,1221,-21,497,366,,189.965,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18852,-4783,-824,9472,1648,-1513,-1855,-21,497,366,,189.13,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18885,1847,-6226,-3389,968,-94,-716,-2,516,347,,189.706,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18918,-2633,-1249,12187,-1146,-4886,-2096,-2,516,347,,189.558,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18952,5912,-6478,-7224,4387,7726,1228,-2,516,347,,189.108,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
18985,122,-2828,4880,-5481,-4766,657,3,531,338,,189.717,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19019,1963,-4523,-7374,5815,4523,102,3,531,338,,189.426,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19052,-3675,-5782,3853,-4494,-7166,-1688,3,531,338,,190.212,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19085,-550,-701,-2446,2535,-709,-1066,3,531,338,,189.465,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19119,-787,-5185,4745,-2216,868,-2231,7,494,378,,189.437,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19152,4160,-2155,-2022,-750,3477,1129,7,494,378,,189.223,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19185,1362,-5986,2547,-122,-1235,-298,7,494,378,,189.91,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19219,2432,-3631,-1371,-1860,2024,125,7,494,378,,189.338,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19252,177,-1740,-558,282,-6526,-2009,17,495,387,,189.838,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19285,580,-5544,3754,1513,1963,-670,17,495,387,,189.3,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19319,3429,-1580,-3752,-1254,-1265,234,17,495,387,,189.646,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19352,-141,-5959,7624,2401,1917,526,23,513,362,,189.327,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19386,3438,-3808,-5052,-4023,979,-100,23,513,362,,189.805,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19419,-2863,-1398,8152,1305,-3055,-876,23,513,362,,189.976,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19452,2312,-4360,-3289,-297,1549,-41,23,513,362,,189.981,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19486,-426,149,5754,-1785,-2527,-1770,-19,465,402,,190.283,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19519,3422,-5107,-6294,4582,7157,402,-19,465,402,,190.316,37,46,35.766,77,29,6.762,N,W,74.35,74,1507297358
19552,-2,-1708,8052,-5561,-2563,714,-19,465,402,,190.327,37,46,35.748,77,29,7.644,N,W,78.35,74.3,1507297359
19586,516,-4920,-1585,6860,2197,810,-19,465,402,,190.47,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19619,-178,-4945,7807,-3680,-2470,601,3,430,398,,190.333,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19652,3152,-1351,-1786,593,-2199,-333,3,430,398,,190.508,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19686,-1058,-6721,5626,-848,-2693,2326,3,430,398,,191.058,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19719,542,-1271,-1096,-1197,2647,-2333,-42,432,435,,191.113,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19753,-3705,-5938,8273,2612,-1193,-103,-42,432,435,,190.646,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19786,3393,-4442,-5008,-818,4838,133,-42,432,435,,191.31,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19819,86,-3049,3287,-1053,-7400,-885,-42,432,435,,190.871,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19853,4012,-7009,-4911,2210,1751,756,11,465,434,,191.058,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19886,474,-1320,6140,575,-1183,-4916,11,465,434,,191.217,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19919,931,-5620,-3386,6186,5686,2898,11,465,434,,191.19,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19953,-531,-4714,5413,-4167,-3332,-1547,11,465,434,,191.931,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
19986,2063,-2721,-754,2640,4463,1172,-62,443,425,,191.442,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20020,-1763,-4942,5599,-2393,-2983,464,-62,443,425,,192.107,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20053,59,-2636,3424,-841,620,-1129,-62,443,425,,192.53,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20086,1553,-2290,-2498,4223,4709,-1305,-62,443,425,,192.508,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20120,1069,-2489,3233,-2573,1322,2308,-62,443,425,,192.464,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20153,-55,-2154,-1813,2630,-3050,-145,-62,443,425,,193.552,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20186,1395,-5542,1398,-244,698,-491,-62,443,425,,193.217,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20220,3523,-1692,-2799,-1224,-877,618,-85,408,435,,193.788,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20253,626,-3177,3298,1870,2652,1969,-85,408,435,,193.508,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20286,1766,-2233,-1093,-4011,1668,-93,-85,408,435,,193.892,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20320,-3387,-2342,4941,5125,520,-1324,-85,408,435,,194.216,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20353,134,-4589,-3545,-408,1363,-1443,-85,408,435,,194.282,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20387,-1207,-1694,6225,-151,-2254,345,-85,408,435,,194.458,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20420,5111,-4825,-8231,3835,4122,-604,-85,408,435,,194.041,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20453,-548,-3782,10775,-6288,-2563,1072,-85,408,435,,194.167,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20487,740,-2075,1241,3933,-139,-1212,-67,414,431,,194.052,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20520,-2180,-5102,7799,-3961,-702,2607,-67,414,431,,194.024,37,46,35.748,77,29,8.55,N,W,78.35,74.3,1507297360
20553,-1699,-1548,-2875,2585,1163,2694,-67,414,431,,193.98,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20587,-3019,-6809,3444,-1010,-3049,-3023,-67,414,431,,193.815,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20620,365,-2249,-2638,272,4917,-710,-67,414,431,,193.442,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20653,1837,-4379,-3284,1696,5645,-942,-67,414,431,,192.816,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20687,1514,-3300,-715,-1023,514,257,-67,414,431,,192.936,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20720,-2725,150,7861,-1422,-8880,-2612,-105,378,464,,192.678,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20754,1539,-6412,-5301,2306,3550,962,-105,378,464,,192.832,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20787,1037,-1470,1092,-1756,-5643,-1729,-105,378,464,,192.903,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20820,3635,-7090,-4158,4003,8064,1294,-105,378,464,,192.711,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20854,651,-1966,3271,-4226,-3606,-127,-79,402,448,,192.36,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20887,-126,-3441,1265,3939,346,190,-79,402,448,,192.656,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20920,139,-5727,1130,-1256,-1871,-269,-79,402,448,,192.667,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20954,2148,-1575,-1214,2758,3043,-82,-85,401,456,,192.42,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
20987,-19,-6329,-3492,3886,3117,1231,-85,401,456,,192.393,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21021,372,-2828,4469,-2662,3986,-1332,-85,401,456,,192.299,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21054,16,-5103,1190,2224,-1227,942,-85,401,456,,192.338,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21087,3275,-3795,-777,-2351,3999,785,-52,425,440,,191.931,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21121,2191,-2937,1381,-2270,-4103,419,-52,425,440,,192.338,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21154,1372,-2987,2797,1934,1956,1070,-52,425,440,,192.09,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21187,1125,-5351,-2691,-2207,3747,323,-52,425,440,,192.87,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21221,-2810,-3396,7218,3057,-61,737,-91,398,450,,192.107,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21254,1451,-6640,-3711,-979,-20,-464,-91,398,450,,192.36,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21287,-2060,-2806,8488,-1249,-4439,-741,-91,398,450,,192.728,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21321,3069,-4322,-4365,2012,561,-2675,-47,399,444,,192.387,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21354,-515,-3475,6450,-5335,-1239,1137,-47,399,444,,192.36,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21388,834,-3662,-5615,6025,3052,-913,-47,399,444,,192.239,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21421,-706,-2685,7563,-3520,-6898,-1093,-47,399,444,,192.189,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21454,2734,-2538,-4933,1446,2989,823,-66,416,453,,192.173,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21488,-422,-7296,7945,-1304,-4931,353,-66,416,453,,191.92,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21521,3343,-2530,-7024,-298,1980,637,-66,416,453,,191.695,37,46,35.748,77,29,8.55,N,W,79.37,74.6,1507297360
21554,-1768,-3365,5905,796,-4117,-1839,-66,416,453,,191.536,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21588,1446,-4764,-698,-1220,-233,468,-53,431,415,,191.327,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21621,-3529,-1767,12009,-1069,-7425,-1436,-53,431,415,,191.305,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21654,3752,-6297,-3717,2280,8296,1797,-53,431,415,,190.827,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21688,1404,-2521,710,-2476,860,-214,-19,470,399,,190.876,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21721,3768,-4898,-6139,2450,3060,3215,-19,470,399,,191.525,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21755,-1384,-4274,2336,-5497,-4418,-1621,-19,470,399,,191.327,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21788,-2477,-2704,3952,2258,199,38,-19,470,399,,190.97,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21821,-1905,-5842,-135,-1388,-2140,-679,-30,425,419,,190.778,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21855,47,-3883,4721,-2029,-3546,654,-30,425,419,,190.662,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21888,2570,-5618,-3373,3143,1847,-2499,-30,425,419,,190.772,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21921,1782,-4514,6324,-3303,-925,741,-30,425,419,,190.102,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21955,2371,-2836,1056,2109,795,-1504,-3,477,404,,190.179,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
21988,-545,-5205,8369,-1902,-1562,2460,-3,477,404,,190.063,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22022,2990,-4385,-6820,829,1693,-433,-3,477,404,,190.618,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22055,449,-6063,2130,139,181,276,-21,468,414,,190.195,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22088,4351,-5369,-6631,-644,6057,145,-21,468,414,,190.261,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22122,-4028,-4224,10352,-713,-4568,-848,-21,468,414,,190.256,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22155,1912,-6387,-4438,1432,1365,755,-21,468,414,,190.157,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22188,662,-5814,-5301,5351,3420,-679,-15,470,450,,190.58,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
22222,4038,-6672,-7047,4830,5697,803,-15,470,450,,189.888,37,46,35.76,77,29,9.462,N,W,79.3,75.1,1507297361
